id,tokens,label
4861,@user ㅋㅋㅋ 그래 온전히 니것으로 만드는거야ㅋㅋ 메라가 너인듯 너가 메라인듯ㅋㅋㅋ ,1
4862,Follower들을 block 하는 건 안타깝기도하지만 내가 이 공간 ( 무려 소셜 미디어 하 ! ) 에서 버티려면 어쩔수 없어 . #Irony,1
4863,@user 뽀드레 앗뇽 ~ ~ ^ ^ * 존하루되그레이 ~ ~ ~ ~ ~,0
4864,"자유형이 제일 어렵고 , 배영이 그 다음 , 평영이 그 다음 , 접영이 제일 쉽다 . 접영은 아직 숨쉬기를 안배워서 그런지도 ... 일단 머리가 물 밖으로 한 번 나오고 나면 모든 영법이 다 힘들다 ... ; ; ;",0
4865,@user 제 소문이 벌써 .. ,1
4866,"[ 골드교육-everyday VOCA ] confidence n . 신임 , 신용 , 신뢰 , 확신 confident a . 확신하는 , 자심감 있는 The most useful thing I brought out ... URL",0
4867,제가 지금 달고 있는 나머지 쓸데없는 정보를 정독하시고 다음번 퀴즈 기회에 응모하셔요 푸짐한 사은품을 준비하겠습니다 ,1
4868,@user 뭐든 마무리가 제일 중요한거져 !  ㅋㅋㅋ읗ㅎㄱ흫ㄱ흑 그렇지만 찜님이 천사 꼭 해야되닉간 ; ; ; 엊졀수가없었네요니 ; ; ;,1
4869,죄송 일을하다보니 ㅎㅎ잠시트위 ~ ~ RT @user : 역시 ... ㅡㅡ ; ; ; RT @user @user @user 앗 - 간만에 인사드릴라 했는데 어디 가셨대유 ? ㅋㅋ,0
4870,에타에 있는 보리적 합수들의 주장에 따르면 연고전같은 스포츠를 하는데 총장 퇴진같은 정치적 발언은 자제해야되는거 아니냐 ? ,1
4871,아이마스_미디어믹스_최고의_명작  URL,1
4872,@user 있습니까아 ~,0
4873,2004년생이라니 세상에 ...,0
4874,@user @user 나도 토요일에 현타를 느껴야겠다  갠차나요 다른섭 지인은 40쏟아서 날개 하나 나왔대여 ( ( ( 손해 ) ) ),1
4875,잠은 안 오더라도 침대에 누워라도 있으려 했더니 ... 적막을 깨는 메일 알림 ... IT 기술 협력자한테 온 메일 ... 안 읽을 수가 없네요 ... ( 아 ... 새벽에 편지 보내는 거 멋있다 ... ) ,1
4876,@user 알고보니 현질에 사용 ,1
4877,업무에 참조하시라고 무슨 티인지 보여드립니다 #ootd  pic.twitter.com/FIzCJZ8Xvr,1
4878,그래도 ‘ 생활 보수 ’ 이신데 지구에 관한 견해가 좀 ‘ 보수적 ’ 으로 소급 ( … 중세까지 ) 되어도 큰 문제는 없지 않을까요 ? ,1
4879,@user 이것들 둘다 이뻐죽겠네 ㅠㅠ,0
4880,@user 만화캐릭은 아닌데 ... ,1
4881,@user 안녕 ! 엘오빠 ... ,1
4882,아따시 랄코님 먹눈다 6ㅇ6 .. ,1
4883,@user 하면 죽는 건가요 ! ,1
4884,나의 첫사랑 너무 소중해 그 사람 나를 어떻게 보실까 내가 바라는 건 단 한번이라도 나 그 분 앞에서 여자이고 싶어 ㅜㅜㅜ이하얀 노래만 오슷내주새오 ,1
4885,오 국방부가 종북이면 우린 북한군대에게서 안전한거군요 ! 굉장난 논리가 아닐 수없네요 ,1
4886,왜냐하면 폰과 노트북을 빼앗겨 공부만하니까 ,1
4887,참 빨리도 눈치를 채는구나 . 지니 ,1
4888,RT @user : 오늘은 장애인의날 입니다 . 오늘은 배려를 생각해보는 날이라는 생각이에요 ... URL,0
4889,RT @user : 코코넛 + 오렌지 + 복숭아 + 파인애플 + 우유 = 블루 블루 피치 ) URL ? MixologyNo = 35 & SearchResult = & page = 1 …,0
4890,@user @user 미쉘VS피터전 ! 남매싸움 ! ,1
4891,외국나가서 스스로 자기 나라 욕하는 대통령은 우리나라 뿐일 것이다 .,0
4892,살면서 분향소를 한번도 가본 적이 없었는데 왜 하필 가게 되어도,0
4893,흑룡이라 순백이랑 안맞 ,1
4894,@user 마법소녀 .. ? ,1
4895,★ 순정마초-파리돼지앵 URL #Mnet 오 ~ ~ 레베카 ~ ! ! ! !,0
4896,@user 뭐살지 고민임 검색은 졸라햇는데,0
4897,@user 폭풍처럼 클리어하겠습니다 레인님 진짜 넘ㅠㅠㅠ감사하여라ㅠㅠㅠ캐카 렙업의 녹이 되어라 익스피들아 ... ! ! ! ,1
4898,밥먹고 오니 알림 43개 혹시 나 인기ㅇ ..  #너따위가,1
4899,배탈나서 지각이라니 ! ! ! 이런제길 ! ! ! 아침마다 너무 괴로움 ...,0
4900,RT @user : [ 무비위크 ] 속인터뷰 사진2 URL URL 인터뷰 부분은 편집했습니다 .,0
4901,@user ㅠㅁㅠ흐규ㅠㄱ규 뭘 그리시면 좋을가 ... 톰조이 .. ? ,1
4902,정부가 너무 잘해서 주위 분들이 많이 호강했죠 . 그래서 그래서 결국에 문정부탄생한거구요 .  #수장이자살했는데그걸잘했다하는건무슨억지,1
4903,@user 후 야진 홀든 기쁘군 ! ! ! 먹고 돼지가되게쓰 ! !  ! 고마웡 ! ! #나대지마라,1
4904,@user 내 인생은 항상 스펙타클하죠 . ,1
4905,근무지이탈 + 민간인폭행 + 금지물품휴대 + 성매매 + 근무중음주 + 기물파손 = 영창10일 ... 참 ... 세상 아름답다 ! ! ! ,1
4906,@user 토끼한테 과자주는 페이쨘 .. 리퀘접수 햇스므니다 ! ,1
4907,키리시마  pic.twitter.com/jvHZDqaWcb,1
4908,Grabe . Awesome convo between 재희 and 태준 . Nice nice . #Sarcastic,1
4909,아 존나 둘이 사이 안 좋은 거 보면 막 둘이 사귀다가 한 명이 먼저 결혼해서 부들부들하는 걸로 보인다구여 ... ,1
4910,@user 엉 ㅋㅋ 집에서 보세,0
4911,@user ^ ㅡ ^ 전 이제식사합니다 ~,0
4912,@user 앗 그럼 다음에 ... ? :D ,1
4913,자 루꼴라 필요하신 분들 미로객잔 마당에서 따가시면 됩니 ...  URL …,1
4914,@user ㅋㅋㅋ 선보다는 면 ! 면보다는 공간 ! ㅠㅠ,0
4915,체육시간에 트위터 ㅋㅋ,0
4916,코란도 URL 코란도 자동차시트,0
4917,@user 면접잘봐요 동족이여,0
4918,돌도 돈주고 사야하는 시대 ... 이것이 자본주의의다  #인왕 #PS4sharepic .twitter.com/qof2GRWrlO,1
4919,놔뒀으면 안 좋게 됐을거란건 알고있지 .  그래서 그게 뭐 어쨋다는거냐 . 인간들이 다치면 네가 다 구하기라도 하겠다는것인가 ?,1
4920,심란하다 ..,0
4921,@user @user 쟤 커플이에요 ! ! ! ㅡㅡ왜불러요  내짱짱친,1
4922,"국제우주연맹 회장 "" 中 톈궁1호 발사성공 축하 "" URL",0
4923,1 . 페북에 올인하는 경향이 생김 2 . 갤노트 2로 폰바꿈 3 . 올해 놀아대느라 어제 처음으로 야구 봤는데 롯데가 플옵 ? 게다가 연장가서 이김 ? 엄청 신났음,0
4924,@user 과외 ? 가기귀찮겠다 ㅠㅜ,0
4925,@user 딱히 먹을게 생각 안난다 .,0
4926,탐라정복 미안요 일주일에 한번뿐인 컴퓨터실만 오면 트위터를 해버려서,0
4927,아하ㅏㅎ 오늘은 6시도 안 되서 일어나주다니 참 상쾌한 아침이군 ! ,1
4928,@user ㅋㅋㅋ난교실까지멀어서그건앙대곸ㅋㅋㅋ,0
4929,텀블러에 뚜껑착용 ... 이제 커피를 오랫동안 따뜻하게 마실 수 있겠군 ... URL,0
4930,RT @user : 130511 DC 찬열이랑 경수T-T 엉엉엉pic .twitter.com/cXbLW3oJSx,0
4931,@user ( 순간 멜마로가 뭔지 고민했지만 가만히 있자 ) 흐읍 .. ㅠㅠㅠ 그분이 레어에서 안나온건 캐카화 되기 위해서였다 ! ! ! 같은거였으면 좋겠어요 ,1
4932,대만새끼들 결국 이거 어제 네덜란드한테 안졌으면 내일 네덜란드랑 2위결정전 하는건데 ,1
4933,@user 바닷물이 찬물이라 나나미가 쿨타입이라면서요  pic.twitter.com/oussz6yuGp,1
4934,@user 단님 소환 * _ *,0
4935,#승희 #ㅋㅋㅋ #날씨너무덥다 #하나그냥올린거 #실수아님  .. #아니라고 ... #히이 ... > < #부끄럽다 .. 저거 바로 띡 트윗 눌러놓고 헤엑 ! ! ! ? ? ? ? ? 소리냈엌ㅋㅋㅋpic .twitter.com/2YRUK5ESAw,1
4936,@user 월요일 아침부터 화끈하게 불을 붙이시는 테마를 고르시네요 . 다만 이 테마는 분야에 따라 다를 수 있다고 봅니다 . Dominate Factor가 너무 달라서 ...,0
4937,트럼프 황상께서 미는 플랫폼인데 뭐가 두렵겠습니까 ? ,1
4938,@user 제가사랑하면된거에요,0
4939,부ㅡ르ㅡ르를ㄹ르르ㄹㄹ ( 진동돼지 )  pic.twitter.com/xnSeAQTSbl,1
4940,요즘 지가 바이럴 전문가 라고 나대는 좆문가가 많은데 진짜 뺨 쌔리고 싶닼ㅋㅋㅋ  #병신아 #사기꾼 #리브라는아니 ? #어케올리는지아니 ?,1
4941,* 옳다 인정함을 받는 자는 자기를 칭찬하는 자가 아니요 오직 주께서 칭찬하시는 자니라 .,0
4942,저렴하고 경제적인 바나나동산 운세 상품권으로 회원들에게 이벤트도 열어보세요 ~ 그리고 특히 최악의 대학전공 세시봉 수입 진짜 화제네요 ~ URL,0
4943,@user 케이스에게 잘 보이려고 차려입었죠 .  pic.twitter.com/h0lzIpmcRA,1
4944,@user 그래도 난 착한편이야 ... ,1
4945,@user 절대 이거보고 찾아온거 아니에요 ...  pic.twitter.com/HYXX7ivn,1
4946,@user ㅋ ㅋㅋㅌ ㅋㅋ ㅋㅋㅋ 후 ... ㅇㅂㅇ 그대신 돈이잇우면 떵떵거리며 ... ,1
4947,버스서 내리자마자 택시탐ㅋㅋㅋ 엿같다,0
4948,사퍼 재밌어요오 ~ ? ,1
4949,오홍 가은이보러가장,0
4950,빨리 데리고 꺼져 ...,0
4951,' 응 아니야 ~ ' 를 영어로 어떻게 표현할까요 ? ' 찌찌뽕 ! ' 은 어떻게 영어로 말 할 수 있을까요 ? Check out on this blog and find out the answer ! ! URL #영어회화 #영어표현  #찌찌뽕 #영어회화 #성인영어회화 #방배영어 #반포영어 #영어공부 #영어단어,1
4952,@user 좋지않은단어요 ? 무슨소린지 .. #능글맞은웃음 제웃음소리기분좋지않아요 ? ,1
4953,호빵누나 우리 호빵죠라 ~,0
4954,@user ㅋㅋㅋ,0
4955,@user @user @user @user 다치지 않았다 . ,1
4956,@user ㅋㅋㅋ,0
4957,아무리 봐도 이 게임 장르 : 오토메인데  pic.twitter.com/PGFXB42OoO,1
4958,@user 얘넨 굳이 요리 안 해도 다 떠먹여주네요 2차를 팔 필요가 없는 거 같아요 ... ,1
4959,@user 얼 ~ 쑤 ? ,1
4960,분명히 우리 벤치는 케이티 3연전 다 가져 오겠다는 마음으로 하겠지 ? ,1
4961,#아는형님 #시간변경 #이제는_8시_50분에_만나요 #시청률_5 % 되길_희망해요 #그런데_영철이형님은 #하차 ?  [ ` 아는 형님 ` 방송시간 소문내기 이벤트 ] URL,1
4962,RT @user : Good morning ~ ^ ^ 인기가요에서 보자구요 ! ! URL,0
4963,은근슬쩍 담배 꺼내지마라,0
4964,"JCI 인증받은 밝은세상안과 서울 | 부산 17만건 수술달성 기념 ! 라식 , 라섹 , 렌즈삽입술 수술비용 이벤트를 하고 있습니다 . 궁금한 점이 있으시다면 언제든지 문의 주세요 ~ URL",0
4965,@user 아맞다신체검사 ... 한숨뿐이다,0
4966,ㅁ .. 먹님 부럽다 ,1
4967,@user 우리 규 무서워쪄,0
4968,2012년 8월 8일 9시 0분 소통정보입니다 URL ? now = 2012080809 …,0
4969,@user 왕 ! 스럽게 써볼게 ( ? ) ,1
4970,사는게 ... 꽃같네 #뇌를속이자 #힘들면힘든데로 #사는게꽃같네  URL,1
4971,일도 적당히 하고 가서 자라 .,0
4972,"@user 닭살커플RT @user : 티격태격 , 알콩달콩 ! 우리는 ' OO커플'이다 ! 자신의 ... URL",0
4973,오호 ! RT @user : 방송대 트위터 팔로잉과 이벤트 리트윗만 해주시면 이벤트 참여가 됩니다 . ( 기존 팔로워 분들은 이벤트 리트윗만 해주셔도 참여가 됩니다 . ) URL,0
4974,아오 배불러,0
4975,"@user ( 시 , 실은 누구를 사랑해 ... 라는 말을 별루안해서 ... ) ",1
4976,덕밍님 ... 저희 앤히갈래여 ... ?  @user,1
4977,그놈이 악랄한 때쟁이더라구요 RT @user : 그놈이 사람 잡드라구요 RT @user : 누가 나 자는 동안 우리 훈이 울렸니 . 다섯살짜리를 왜 울려 어른들이 . ,1
4978,아카페라 바닐라라떼 넘달아너무달어ㅠㅠㅋㅋ으극극,0
4979,인피니트나온방송안본게만타ㅠㅡ뉴ㅠ오늘은집가서다봐야딧 > < 꺄,0
4980,@user 비어루미랑 이럼데슬 둘이 보여지는 비쥬얼은 비슷한데 ( 중노년과 청년 ) 이케이케 뭔가 다른 것이 참 좋아요 .. 골라먹는 오랑캐족 .. ! ^ . ^ ,1
4981,히류님좋아서충격받았구나 ! ,1
4982,집앞 초등학교에서 조회 하나보네 ... 애국가랑 국기에 대한 경례가 ' ㅅ ',0
4983,조선일보도 업무량에 비해 결코 많은 월급이 아니라는 거 . 신문사가 쉽질 않다우 . RT @user : 조선일보는 친일이지만 조선일보에 취직하고 싶습니다 ( 조선일보 연봉이 한겨레의 2배이상임 ) #Sarcasm,1
4984,바나나동산 뇌구조테스트 디게 잘맞어요 ~ 그리고 요즘 팝스타 추가선발 강인 감량 등 이야기가 화제네요 ~ URL,0
4985,근데 진찌 펭귄이 오면 어떡하죠 ? ? ,1
4986,아 ... 역시 타고나야 되는 거였군요 ! ,1
4987,@user 고슈가 왜 쟤한테 졌대 ,1
4988,@user 화이팅하쇼잉 ^ ^,0
4989,@user 그렇담오늘톰생일을축하 ! ! ! :-) 맛난거많이먹고행복한 2012022 4보냈으면 ! !,0
4990,[ 이벤트 ] 야세일과 함께하는 풍성한 한가위 ! 야세일이 배송비를 쏜다 ! 이벤트 기간 중 5만원 미만으로 구매하시는 고객님 중 추첨을 통하여 총 30분께 배송비를 야세일 적립금으로 되돌려 드립니다 . URL,0
4991,@user 진보의 징검다리를 내가 왜 건너야돼 ...,0
4992,@user 원래 자고로 오늘의 할일은 내일의 나에게 맡기는 거져 ,1
4993,명박이는 노가다 출신이라 깔려면 체럭이 기본입니다 . RT @user : 까티님은 그러셔라요 . 모 . 부실체력 ( ? ) 이신듯 한데 ... 글케 맬맬 암시라도 . ㅋㅋㅋ RT RT @user : 난 ( cont ) URL,0
4994,어흑 . ㅡㅜ 2주차 ... 8주 . 남았당 . 크크 홧팅 ! ( @user 부천대학 평생교육관 ) URL,0
4995,@user 오거 왜쓰나여 ㅎㅎㅎ,0
4996,@user 웬만한 건 이 마법 하나로 다 처리하니까 ,1
4997,오늘 총공성공해서 기분좋았는데 님들 풍선색 보고 ... 기분 참 ... 좋아졌다 ... ,1
4998,RT @user : 혼자 처먹으니 좋냥 ? URL #유머당,0
4999,정책과 소신이 있고 사람이 먼저인 분이 단일화를 이끌었으면 합니다 .,0
5000,주가 내리면 웃는 금값 · 우는 기름값 : 이달 들어 계속되는 폭락장세로 많은 사람들이 가슴을 졸이고 있죠 . 그런데 이 폭락장세가 기름값은 낮추는 역할을 하고 있습니다 . 안전자산인 금과는 반대로 .. URL,0
5001,야스다히나는참목소리구분이쉽ㅂ다 ,1
5002,@user 탈출을 시도하는것같았는데 ,1
5003,@user 소비러의 올바른 자세 : 밥값을 줄여 카드를 산다 ,1
5004,"@user @user 나중에 조심해요 . 얼굴에 녹즙을 부어버릴테니 , #까칠하게_말하고는_버키를_일으켜_세워_부축한다 반즈군 ? 가요 . 로마노프양도 친절하게 불러줄테니 걱정말아요 . ",1
5005,우린 친하니까 이런 얘긴 성희롱이 아니야 ~  #이맛헬,1
5006,@user 그럴 땐 멘션 하나에 전체 아이디를 넣어서 답멘하면 돼 . ,1
5007,"봄나들이 & MT 패션 완전정복 , 지금 정복하러 가기 ! URL",0
5008,적당히 좋은 치유물로 나이스 보트 ... ,1
5009,@user 응 .. 근데 물떠다 놓으면 효과있나 ? ?,0
5010,@user 어제 @user @user 님들에게 민주당 김대중 정권의 한일어업협정을 보여드렸어요 . 이것을 URL :/ / bluecabin.com.ne.kr/data_store/hanil_fish.htm …,0
5011,"@user 미래를 없애다니 , 그럴 리가 .  장의사가 월터를 죽이고 , 앙리가 사형선고를 받고 , 룽게가 죽고 ... 원래의 미래를 돌려주려는 것 뿐이야 . 끝엔 나도 죽을 거고 . 그러면 넌 ... 평생 날 기억해주겠지 ?",1
5012,눈아퐈 … 잠을잤는데 … . 늦잠까지잤는데 … .. 왜 눈이 따겁나 … . ㅠ,0
5013,@user 엄마 ! ! 엄마도좋고 냥꾼도 ... 하악 근데 코쥬로는 뭘까요 . 아빠인가 ,1
5014,"... 선생님의 작품은 읽어본 적이 없습니다만 , 아마도 , 당신이 더 미스테리 한 것 같군요 .",0
5015,다들 맛있는 것 많이 먹어 .,0
5016,칠인회 1차 자격은 얼굴이지 . ,1
5017,왕쉽리 왕쉽리 왕쉽리 왕 ~ ~ ,1
5018,"명품몸매 꼭꼭 숨긴 그녀랑 환상적 시간을 가져보세요 . ㅡㅡ bozz 90 ． 콤 . RT @user 3DTV , LG ‘ 1위 ’ 삼성은 ‘ 꼴찌 ’ #Bloter URL",0
5019,져 … 졌다 … !,0
5020,현재 게임 시간은 2266년 9월 7일이야 .,0
5021,@user 부지련한 편이기도 게으르는편이기도 하지만 난 중간이야 .. ,1
5022,문재인 측 ˝ 안철수 측 제안 진지하게 숙고 ˝ URL,0
5023,"공백기란 [ 시타 / 태송님은후배사랑쩌렁  ] [ 븉 / 기다립니다 . 언젠가는돌아오겠 .. 죠 ] [ 엕 / 푹쉬어서다친것도낫고좋은모습으로다시돌아오기 ! ] [ 멜디 / 팬들에게좀더좋은모습을보여주기위한준비기간 ] [ 에잎 / 차라리군대를가라 , 했더니진짜군대다녀온미르 ] [ 픎 / 일본에서그들은활동중 ]",1
5024,RT @user : 어제 새벽에 카레를 먹고 잤다 ... 부었다 ...,0
5025,회사 생활을 힘들어 하는 사람들이 눈에 띈다 .. 내가 다 구출해 줄거다 . 치킨런이나 들어야지 #무지개요_,0
5026,크흐 언팔속출할듯 .,0
5027,""" 지 ( ze ) 버릇 남 못 준다더니 "" 처럼 쓰는 건가요  URL …",1
5028,어떻게 하려는 줄 알고 긴장했는데 그냥 눈치가 없는 천연이었어 ! 같은 ㅋㅋㅋ 오빠 나만 믿어 신선조에서 굴러온 짬이 얼만데 ,1
5029,@user 맨날 졸려 ? ㅋㅋ,0
5030,안녕하세요 . 영업왕 윤몽그리입니다  URL …,1
5031,죽어 ᅲᅲ,0
5032,헉 선물이라면 마 .. 마음 ? ! ,1
5033,@user 너두바꿔ㅎㅎ나앞머리 3개월길렀던거 짤라버렸으ㅎㅎ @user 그래서 지지구볶구할라구ㅎㅎ,0
5034,@user 그러니까여 ; ; ; 뭐가 문제져 ; ; ; 해결해주고싶은데 아나 ; ; ; 결혼식장이 문젠가 ? ? ? ,1
5035,@user @user 박선화 편지 믿지마 흥 흥 ㅋㅋ,0
5036,@user #키득_꼬옥 사실 요즘 애교 연습중이야 ! ! ,1
5037,@user 나 ? 난 그저 나일뿐이야 - ! ,1
5038,... 안녕하세요 모두가 인정한 더넥페 전관러임미다 ,1
5039,2011년6월9일 론다 번의 신작 『 파워 』 한문장 : 당신의 꿈이 얼마나 멀게 보이는지는 중요하지 않다 . 당신의 꿈은 당신 삶의 그 어떤 것보다 가까이에 있다 . 당신이 꿈꾸는 것을 당신에게 가져다주는 모든 ... URL,0
5040,@user 도둑이 힘이 있으면 비방이 되는 나라 . 70년 전통의 대한민국입니다 .,0
5041,@user 배 : 때리고싶다 다리 : 로우킥 날리고싶다 ,1
5042,"RT @user : 나는 롯데를 친일기업이라고 욕하지만 , 친구들과 손잡고 롯데월드 가며 , 롯데리아 햄버거를 먹고 롯데 아이스크림을 먹습니다 . #Sarcasm",1
5043,"@user ... 그러고보니 유우키 , 인기인이잖습니까 ... 연상의 여성에게 .. ",1
5044,@user 아니면 단체로 모아서 소0시대처럼 9명이서 하던가요 ! ,1
5045,""" RT @user : [ 이벤트 ] [ 한게임버즐 : 잃어버린깃털 ] 앱스토어 무료출시 기념 다양한 이벤트가 진행 중입니다 . 무료로 다운받고 , 참여하세요 ! 이 게시물을 ' 리트윗 ' 해주신분 중 20분께 1 ... URL",0
5046,"기술혁신의 원동력의 하나는 , 우리들의 , 빈민 , 피착취자들의 계급투쟁이다 . 우리가 투쟁해서 저들의 쉬운 폭리 취득의 길을 막고 노예노동 착취를 불가능하게 하고 노동자의 몫을 극대화시킨다면 결국 저들이 기술혁신 같은 데에 관심 돌릴 것이다 . - 박노자",0
5047,전 부엉이니 지금 안 자도 괜찮습니다 . ,1
5048,우어어어 ~ ! ! ! ! ! ! !,0
5049,"[ VIDS ] "" 2012 Gmarket "" CF [ 왜나만 12야 ] 편 ( BIGBANG is Starting ) 1 , 2 and 3 URL",0
5050,#unutturamayacaksınızçünkü #swagg Terminal Vengeance  سالب & 이별공식 URL,1
5051,@user 뛰어내리면서 거울도 보고 ... ,1
5052,@user 오오 ... 앞으로 뮤언니에게 미세먼지 상황을 물어 봐야겠 ... ,1
5053,평범한 봄날씨일 뿐입니다 . 안심하고 외근과 영업에 종사하십시오 !  pic.twitter.com/LAW2S67Yhe,1
5054,@user 아인x개작이 ,1
5055,"RT @user : 다음 메시지를 RT해주세요 . ( 10분 추첨 , 베스킨라빈스 파인트 기프티콘 증정 ) @user [ 제26회 이천도자기축제 4월이벤트 ] 여러분을 가장 설레게 하는 체험 ... URL",0
5056,초콜릿은 자기가 사먹는게 정상아님 ? ,1
5057,명루가 명대에게 결혼해라 뭐해라 잔소리하는 걸 보면 본성은 1930년대 유교맨인데 양심있어서 결혼 안 하는 게이같은 느낌이 막 듭니다 . ,1
5058,새 정부 기다리는 메가톤급 통상 현안들 URL 경제의 대외 무역 의존도가 높은 나라가 국제 통상 이슈를 국내 정치의 도구로 전락시키는 경우 상대국의 무역 보복으로 이어져 경제가 고스란히 대가 치러야 하는 점 새겨야 할 것,0
5059,아침에 일어났더니 목이칼칼 ~ ~ 감기조심해 내 사랑들 ~ ~ ~ ^ € ^,0
5060,@user 웅 근데 정하내랑 찌근거 개망ㅜㅜ,0
5061,친구에게 나의 트잉력을 보여주겠어 ! ,1
5062,@user 스피드한 인생이구마잉 ... 하 ...,0
5063,@user 뮤비봐서 그러는걸알면 다이해해주실꺼야ㅋㅋㅋ,0
5064,강함은 그대 안에 있도다 .,0
5065,부디 좋은 곳 가시길 .. 축구선수들에게 사진 나눠주기 위해 운영했던 그 분 ( cont ) URL,0
5066,하루 시작 . 일단 회사에 왔으니 진짜 반은 해결된 거라고 믿고 아자 ! ! !,0
5067,@user @user 보내봤음 저러고 계시겠음 ? ㅡㅡ,0
5068,@user 주일은 아버지께서 정하신 휴일이지 . 아버지가 없다고 믿으면서도 쉴 건 다쉬는 모양이다 . ,1
5069,@user 옙 ! ^ ^ 감사합니다 기쁜하루되세요 ~,0
5070,RT @user : 121007 강남페스티벌 Gangnam Festival #성민 #sungmin URL URL URL,0
5071,@user 제 존재감ㅁ이 좀 특출ㄹ나긴하죠 ^ ^ ; ; ,1
5072,@user ㅎㅎㅎ너무 귀여워요 ^ ^,0
5073, 태그를 붙이려고 했는데 올려버림,1
5074,자 .. 이제 바 . 지 . 라는 존재를 지워보도록 합죠 ... ,1
5075,@user ㅋㅋㅋ뭐야 그게,0
5076,@user 하하 디스는요 .. 상상력놀이 하는 14세 파페일뿐이죠 . / 여자들의 앞머리는 생명이라던데 . 나이를 5살쯤은 거뜬히 막아낸다고 !,0
5077,드네일기 110 : 워울프가 같이 싸워주던데 마키나랑 둘이 같이 주먹질하는 걸 보다보니 묘한 친근감이 들었다 . 하긴 둘 다 수인이니 사돈의 팔촌 정도 되지 않을까 ? ,1
5078,에노시마에 앞바다에 착륙했는데 이럴수가 .. ! 세슘 앞바다에 피폭되어서 아타마 다이죠부 ? 가 된 ㅇㄹㄹ는 물로써 사람을 조종 .. 은 기승전병 .. ㅍ_ㅍ ...,0
5079," : crashing while seeking a solution . 문제해결하려고 크롬만 열면 ㅡ , . ㅡ thanks #chrome , becoming #techunsavvy , #gmail issuespic.twitter.com/fgP6Ua0L1h",1
5080,RT @user : [ RT이벤트 ] 확장이전 소식을 알려주세요 ! ! RT해주시는 분들에게는 행운의선물이 ~ 더라인성형외과 6/11 일 신사역본원 확장이전 ! 스페셜 프로그램 진행중 ! URL URL,0
5081,@user 나 아니였나 ? ^ ,1
5082,@user 엘빈토플러가 그런소리 했잖아  #틀림,1
5083,@user 그런 넘들 한일에서 싹 뽑아다 남태평양 무인도에 처박고 집단BL이나 시키고 싶다는 . 사고방식이 똑같아서 잘 사귈 거임 .,0
5084,듀나님 초상화 ,1
5085,@user 대 ~ ~ 박ㅋㅋㅋ똥이언니는비행기타고날라와야 ... 아우리가갈까요ㅋㅋㅋ돈만있다면어디든못가겠어요에휴 ... ㅋㅋㅋ,0
5086,""" @user 네 형 네 누나 "" @user : [ G-DRAGON - ONE OF A KIND M / V ] URL URL ... URL "" """,0
5087,【 5 】 남원로 남송방향 남부시장 4거리에서 환경청사거리구간 소통원활 . #poltra,0
5088,@user 그런 당당함 지지합니다 ! #묻어가기 ,1
5089,생각보다몇장없다 ♡ 2년차에 이정도면 괜찮아 ,1
5090,@user 농구코트밖에 안보이는 ... ,1
5091,야 ~ 기분좋타 ! ! ! ! ,1
5092,@user 그린랜턴 ! ! ! ,1
5093,@user ㅋㅋㅋ 역시 카밍에 대한 애정은 굉장한 후유님,0
5094,경찰 ′ 국정원 대선개입 수사 ′ 진상조사 착수 - 노컷뉴스 URL ? idx = 2472556 … 축소 수사 의혹을 밝혀야지 괜히 권은희 과장 죽이기로 흐르면 역풍 각오해야 할 것,0
5095,@user 떡제본 못해주신다 그러시면 그냥 직접하는거야ㅑㅑㅑ,0
5096,@user 고생이시네여 .. ㅠㅠ #bearsv4,0
5097,@user @user 결혼 축하드립니다 ... ? ,1
5098,@user 용용 옹옹 ㅋㅋ,0
5099,일본출장갑니다 ~ 9일동안 ~,0
5100,핑퐁선수 ,1
5101,@user 어떤모습이든 ... 2222222 22 솔직히 잘생긴 남자한테 피는 최고의 패션 아이템이라고 생ㄱ ,1
5102,이스라엘 언론말살을 위해 기자말살 중 . RT @user : #SARCASM Obama will give a press freedom medal to the Israeli pilot who bombed the media in Gaza .,1
5103,""" @user : 바보와천재 ♬ 120526 영등포 팬싸인회 보미 프리뷰 ! pic.twitter.com/5HMeUsjT "" 귀요미우런냐ㅠㅠ",0
5104,오늘은 내가 트위터 스타 ! ,1
5105,@user 아이디까먹었당 . 망했다 . ,1
5106,우왕 [ 남자가 혼자 살 때 맨유 에버턴 ] 김태희의 연인 비 징계처분 ' 근신7일 ' 적당하다 vs 부족하다 네티즌 투표 ... URL,0
5107,@user ㅋ ㅋㅌㅌㅋㅋㅋㅌ헉 언제보셧담ㅋㅌㅋㅌㅋㅌㅋㅌㅋㅌㅋㅌ 할배가 .. 자꾸 주워옵미다 .. 나쁜할배 ! # 넘 앗 질투라기보다는 .. 음 머 그런거 아닐가요 침입자다 ! ,1
5108,김선 냄새가 폴 ~ 폴 ~ ! #저렴한_말투 ,1
5109,@user ㅅㄱ 넌 성적이 떨어지고 남자운이 바닥을 칠것이야 ,1
5110,@user ㅋㅋ언제인나게 나학교가는시간에 자네,0
5111,@user 너므너므 자랑스러워요 ! ! ! 기성용선수 화이링,0
5112,다들주무시는구나 내세상이다 ! ! ! ! ,1
5113,@user ㅋㅋㅋ넿 저도요ㅋㅋㅋ ,1
5114,으헤헤 URL,0
